date,soybean_oil_usd_mt,maize_usd_mt,wheat_usd_mt,dap_fertiliser_usd_mt,mop_potash_usd_mt,wheat_usd_mt_mom_pct,wheat_usd_mt_yoy_pct,maize_usd_mt_mom_pct,maize_usd_mt_yoy_pct,soybean_oil_usd_mt_mom_pct,soybean_oil_usd_mt_yoy_pct,dap_fertiliser_usd_mt_mom_pct,dap_fertiliser_usd_mt_yoy_pct,mop_potash_usd_mt_mom_pct,mop_potash_usd_mt_yoy_pct,dap_to_wheat_ratio,fertiliser_composite_idx,undernourishment_pct,food_production_index,cereal_yield_kg_ha,arable_land_pct,undernourishment_pct_yoy_chg,food_production_index_yoy_chg,cereal_yield_kg_ha_yoy_chg,ffpi_overall,ffpi_cereals,ffpi_overall_mom_pct,ffpi_cereals_yoy_pct,ffpi_above_baseline,ffpi_crisis_flag,dap_to_wheat_elevated,ffpi_volatility_12m,cereals_affordability_idx,supply_stress_flag,food_shock_score,month,year
31-03-1993,438.0,97.14,148.08,115.1,112.5,-0.491,-12.58,2.924,-16.974,1.155,0.922,-4.283,-20.511,0.0,2.273,0.777,113.8,0,28.73482854,2774.298622,10.61944226,0,2.843,-87.919,58.88,61.78,1.064,-14.633,0,0,0,3.645,161.86,0,0,3,1993
30-04-1993,448.0,100.55,141.83,112.75,112.5,-4.221,-11.262,3.51,-7.344,2.283,5.412,-2.042,-21.016,0.0,2.273,0.795,112.62,0,28.73482854,2774.298622,10.61944226,0,2.843,-87.919,58.98,61.34,0.17,-9.448,0,0,0,3.377,163.03,0,0,4,1993
31-05-1993,448.0,98.59,136.69,115.1,112.5,-3.624,-8.599,-1.949,-10.078,0.0,2.05,2.084,-18.078,0.0,2.273,0.842,113.8,0,28.73482854,2774.298622,10.61944226,0,2.843,-87.919,57.82,59.6,-1.967,-9.312,0,0,0,3.4,167.79,0,0,5,1993
30-06-1993,461.0,92.76,121.99,113.875,112.5,-10.754,-18.023,-5.913,-16.357,2.902,1.096,-1.064,-20.645,0.0,2.273,0.933,113.19,0,28.73482854,2774.298622,10.61944226,0,2.843,-87.919,54.99,54.56,-4.895,-17.22,0,0,0,3.573,183.28,0,0,6,1993
31-07-1993,505.0,101.25,127.5,112.875,112.5,4.517,-6.47,9.153,-1.46,9.544,17.716,-0.878,-22.688,0.0,2.273,0.885,112.69,0,28.73482854,2774.298622,10.61944226,0,2.843,-87.919,59.23,58.26,7.71,-4.036,0,0,0,3.781,171.64,0,0,7,1993
31-08-1993,483.0,100.31,129.71,113.1,112.5,1.733,1.146,-0.928,3.455,-4.356,18.093,0.199,-13.927,0.0,-0.968,0.872,112.8,0,28.73482854,2774.298622,10.61944226,0,2.843,-87.919,58.5,58.5,-1.232,2.273,0,0,0,3.376,170.94,0,0,8,1993
30-09-1993,489.0,100.9,131.17,116.875,112.5,1.126,-5.558,0.588,2.907,1.242,16.152,3.338,-10.952,0.0,-1.747,0.891,114.69,0,28.73482854,2774.298622,10.61944226,0,2.843,-87.919,59.08,59.0,0.991,-1.568,0,0,0,3.185,169.49,0,0,9,1993
31-10-1993,491.0,106.53,135.95,129.5,112.5,3.644,-3.397,5.58,12.007,0.409,17.464,10.802,-0.48,0.0,-1.747,0.953,121.0,0,28.73482854,2774.298622,10.61944226,0,2.843,-87.919,60.97,61.72,3.199,3.696,0,0,0,3.266,162.02,0,0,10,1993
30-11-1993,536.0,116.67,146.61,140.4,112.5,7.841,-0.745,9.518,23.486,9.165,22.654,8.417,11.076,0.0,-1.747,0.958,126.45,0,28.73482854,2774.298622,10.61944226,0,2.843,-87.919,66.35,67.06,8.824,10.043,0,0,0,3.993,149.12,0,0,11,1993
31-12-1993,589.0,121.79,158.73,150.375,112.5,8.267,7.461,4.388,28.728,9.888,35.092,7.105,20.662,0.0,-1.316,0.947,131.44,0,39.40335035,2735.510707,10.61168756,0,10.669,-38.788,71.32,71.31,7.491,16.959,0,0,0,4.363,140.23,0,0,12,1993
31-01-1994,602.0,127.23,153.22,150.0,112.5,-3.471,-1.65,4.467,35.049,2.207,35.586,-0.249,21.212,0.0,-0.442,0.979,131.25,0,39.40335035,2735.510707,10.61168756,0,10.669,-38.788,72.05,71.61,1.024,14.192,0,0,0,4.361,139.65,0,0,1,1994
28-02-1994,577.0,123.22,146.97,151.75,112.5,-4.079,-1.236,-3.152,30.557,-4.153,33.256,1.167,26.195,0.0,0.0,1.033,132.12,0,39.40335035,2735.510707,10.61168756,0,10.669,-38.788,69.32,69.03,-3.789,12.868,0,0,0,4.49,144.86,0,0,2,1994
31-03-1994,586.0,119.4,141.1,155.875,112.5,-3.994,-4.714,-3.1,22.915,1.56,33.79,2.718,35.426,0.0,0.0,1.105,134.19,0,39.40335035,2735.510707,10.61168756,0,10.669,-38.788,68.05,66.59,-1.832,7.786,0,0,0,4.595,150.17,0,0,3,1994
30-04-1994,584.0,113.23,140.36,162.25,112.5,-0.524,-1.036,-5.168,12.611,-0.341,30.357,4.09,43.902,0.0,0.0,1.156,137.38,0,39.40335035,2735.510707,10.61168756,0,10.669,-38.788,66.68,64.64,-2.013,5.38,0,0,0,4.686,154.7,0,0,4,1994
31-05-1994,594.0,109.59,139.99,159.2,112.5,-0.264,2.414,-3.215,11.157,1.712,32.589,-1.88,38.315,0.0,0.0,1.137,135.85,0,39.40335035,2735.510707,10.61168756,0,10.669,-38.788,66.33,63.52,-0.525,6.577,0,0,0,4.618,157.43,0,0,5,1994
30-06-1994,571.0,112.16,139.26,157.625,112.5,-0.521,14.157,2.345,20.914,-3.872,23.861,-0.989,38.419,0.0,0.0,1.132,135.06,0,39.40335035,2735.510707,10.61168756,0,10.669,-38.788,65.78,64.09,-0.829,17.467,0,0,0,4.262,156.03,0,0,6,1994
31-07-1994,560.0,97.83,137.42,158.625,112.5,-1.321,7.78,-12.776,-3.378,-1.926,10.891,0.634,40.532,0.0,0.0,1.154,135.56,0,39.40335035,2735.510707,10.61168756,0,10.669,-38.788,62.31,59.55,-5.275,2.214,0,0,0,4.213,167.93,0,0,7,1994
31-08-1994,600.0,95.99,145.87,161.1,112.5,6.149,12.459,-1.881,-4.307,7.143,24.224,1.56,42.44,0.0,0.0,1.104,136.8,0,39.40335035,2735.510707,10.61168756,0,10.669,-38.788,64.86,60.95,4.092,4.188,0,0,0,4.294,164.07,0,0,8,1994
30-09-1994,672.0,97.51,158.73,164.0,112.5,8.816,21.011,1.583,-3.36,12.0,37.423,1.8,40.321,0.0,0.0,1.033,138.25,0,39.40335035,2735.510707,10.61168756,0,10.669,-38.788,70.02,64.32,7.956,9.017,0,0,0,4.747,155.47,0,0,9,1994
31-10-1994,642.0,96.48,167.18,167.125,112.5,5.324,22.972,-1.056,-9.434,-4.464,30.754,1.905,29.054,0.0,0.0,1.0,139.81,0,39.40335035,2735.510707,10.61168756,0,10.669,-38.788,69.9,65.96,-0.171,6.87,0,0,0,4.739,151.61,0,0,10,1994
30-11-1994,706.0,95.47,162.04,165.875,112.5,-3.075,10.525,-1.047,-18.171,9.969,31.716,-0.748,18.145,0.0,0.0,1.024,139.19,0,39.40335035,2735.510707,10.61168756,0,10.669,-38.788,71.51,64.5,2.303,-3.817,0,0,0,4.125,155.04,0,0,11,1994
31-12-1994,693.0,102.49,164.61,171.6666667,112.5,1.586,3.704,7.353,-15.847,-1.841,17.657,3.492,14.159,0.0,0.0,1.043,142.08,0,44.30972533,2820.464266,10.58441881,0,4.906,84.954,72.72,67.1,1.692,-5.904,0,0,0,3.558,149.03,0,0,12,1994
31-01-1995,674.0,106.96,156.16,188.2,112.5,-5.133,1.919,4.361,-15.932,-2.742,11.96,9.631,25.467,0.0,0.0,1.205,150.35,0,44.30972533,2820.464266,10.58441881,0,4.906,84.954,71.52,66.46,-1.65,-7.192,0,0,0,3.587,150.47,0,0,1,1995
28-02-1995,663.0,106.69,154.32,198.625,112.5,-1.178,5.001,-0.252,-13.415,-1.632,14.905,5.539,30.89,0.0,0.0,1.287,155.56,0,44.30972533,2820.464266,10.58441881,0,4.906,84.954,70.74,65.96,-1.091,-4.447,0,0,0,3.408,151.61,0,0,2,1995
31-03-1995,652.0,109.7,150.28,205.625,112.5,-2.618,6.506,2.821,-8.124,-1.659,11.263,3.524,31.917,0.0,0.0,1.368,159.06,0,44.30972533,2820.464266,10.58441881,0,4.906,84.954,70.26,65.9,-0.679,-1.036,0,0,0,3.361,151.75,0,0,3,1995
30-04-1995,610.0,109.3,148.81,204.5,112.5,-0.978,6.02,-0.365,-3.471,-6.442,4.452,-0.547,26.04,0.0,0.0,1.374,158.5,0,44.30972533,2820.464266,10.58441881,0,4.906,84.954,68.26,65.45,-2.847,1.253,0,0,0,3.421,152.79,0,0,4,1995
31-05-1995,595.0,111.97,158.73,197.8,112.5,6.666,13.387,2.443,2.172,-2.459,0.168,-3.276,24.246,0.0,0.0,1.246,155.15,0,44.30972533,2820.464266,10.58441881,0,4.906,84.954,69.68,68.48,2.08,7.809,0,0,0,3.45,146.03,0,0,5,1995
30-06-1995,611.0,119.86,170.12,185.625,112.5,7.176,22.16,7.047,6.865,2.689,7.005,-6.155,17.764,0.0,0.0,1.091,149.06,0,44.30972533,2820.464266,10.58441881,0,4.906,84.954,73.57,73.35,5.583,14.448,0,0,0,3.718,136.33,0,0,6,1995
31-07-1995,626.0,126.99,190.7,180.8,112.5,12.097,38.772,5.949,29.807,2.455,11.786,-2.599,13.98,0.0,0.0,0.948,146.65,0,44.30972533,2820.464266,10.58441881,0,4.906,84.954,78.68,80.11,6.946,34.526,0,0,0,3.511,124.83,0,0,7,1995
31-08-1995,616.0,126.44,184.45,185.25,112.5,-3.277,26.448,-0.433,31.722,-1.597,2.667,2.461,14.991,0.0,0.0,1.004,148.88,0,44.30972533,2820.464266,10.58441881,0,4.906,84.954,77.23,78.53,-1.843,28.843,0,0,0,3.609,127.34,0,0,8,1995
30-09-1995,614.0,130.48,193.64,192.0,112.5,4.982,21.993,3.195,33.812,-0.325,-8.631,3.644,17.073,0.0,0.0,0.992,152.25,0,44.30972533,2820.464266,10.58441881,0,4.906,84.954,79.32,81.79,2.706,27.161,0,0,0,3.03,122.26,0,0,9,1995
31-10-1995,638.0,140.86,203.73,204.8,112.5,5.211,21.863,7.955,45.999,3.909,-0.623,6.667,22.543,0.0,0.0,1.005,158.65,0,44.30972533,2820.464266,10.58441881,0,4.906,84.954,83.81,87.08,5.661,32.019,0,0,0,3.268,114.84,1,1,10,1995
30-11-1995,623.0,143.95,203.93,224.875,112.5,0.098,25.852,2.194,50.78,-2.351,-11.756,9.802,35.569,0.0,0.0,1.103,168.69,0,44.30972533,2820.464266,10.58441881,0,4.906,84.954,83.83,88.02,0.024,36.465,0,0,0,3.288,113.61,1,1,11,1995
31-12-1995,579.0,148.65,208.92,229.1666667,112.5,2.447,26.918,3.265,45.039,-7.063,-16.45,1.908,33.495,0.0,0.0,1.097,170.83,0,45.18435164,2753.157093,10.57285803,0,0.875,-67.307,83.72,90.51,-0.131,34.888,0,0,0,3.315,110.49,1,1,12,1995
31-01-1996,554.0,156.13,206.88,226.3,112.5,-0.976,32.48,5.032,45.97,-4.318,-17.804,-1.251,20.244,0.0,0.0,1.094,169.4,0,45.18435164,2753.157093,10.57285803,0,0.875,-67.307,83.83,92.19,0.131,38.715,0,0,0,3.212,108.47,1,1,1,1996
29-02-1996,548.0,164.81,218.89,225.875,112.5,5.805,41.842,5.559,54.476,-1.083,-17.345,-0.188,13.719,0.0,0.0,1.032,169.19,0,45.18435164,2753.157093,10.57285803,0,0.875,-67.307,87.08,97.44,3.877,47.726,0,0,0,3.185,102.63,0,0,2,1996
31-03-1996,538.0,184.86,215.32,221.0,112.5,-1.631,43.279,12.166,68.514,-1.825,-17.485,-2.158,7.477,0.0,0.0,1.026,166.75,0,45.18435164,2753.157093,10.57285803,0,0.875,-67.307,89.97,102.38,3.319,55.357,0,0,0,3.111,97.68,0,0,3,1996
30-04-1996,582.0,190.37,257.61,210.75,112.5,19.641,73.113,2.981,74.172,8.178,-4.59,-4.638,3.056,0.0,0.0,0.818,161.62,0,45.18435164,2753.157093,10.57285803,0,0.875,-67.307,99.26,113.64,10.326,73.629,0,0,0,3.497,88.0,0,0,4,1996
31-05-1996,591.0,204.02,262.11,186.125,112.5,1.747,65.129,7.17,82.21,1.546,-0.672,-11.684,-5.902,0.0,0.0,0.71,149.31,0,45.18435164,2753.157093,10.57285803,0,0.875,-67.307,102.92,118.58,3.687,73.16,1,0,0,3.48,84.33,0,0,5,1996
30-06-1996,563.0,197.55,227.34,182.125,112.5,-13.265,33.635,-3.171,64.817,-4.738,-7.856,-2.149,-1.886,0.0,0.0,0.801,147.31,0,45.18435164,2753.157093,10.57285803,0,0.875,-67.307,95.25,108.78,-7.452,48.303,0,0,0,4.582,91.93,0,0,6,1996
31-07-1996,549.0,197.8,202.6,188.0,112.5,-10.882,6.24,0.127,55.76,-2.487,-12.3,3.226,3.982,0.0,0.0,0.928,150.25,0,45.18435164,2753.157093,10.57285803,0,0.875,-67.307,90.96,103.19,-4.504,28.81,0,0,0,4.711,96.91,0,0,7,1996
31-08-1996,565.0,185.5,191.63,189.875,112.5,-5.415,3.893,-6.218,46.71,2.914,-8.279,0.997,2.497,0.0,0.0,0.991,151.19,0,45.18435164,2753.157093,10.57285803,0,0.875,-67.307,87.58,97.15,-3.716,23.711,0,0,0,4.854,102.93,0,0,8,1996
30-09-1996,569.0,145.39,178.71,186.7,112.5,-6.742,-7.71,-21.623,11.427,0.708,-7.329,-1.672,-2.76,0.0,0.0,1.045,149.6,0,45.18435164,2753.157093,10.57285803,0,0.875,-67.307,78.08,82.66,-10.847,1.064,0,0,0,5.921,120.98,0,0,9,1996
31-10-1996,528.0,127.85,178.0,183.75,112.5,-0.397,-12.629,-12.064,-9.236,-7.206,-17.241,-1.58,-10.278,0.0,0.0,1.032,148.12,0,45.18435164,2753.157093,10.57285803,0,0.875,-67.307,72.96,77.46,-6.557,-11.047,0,0,0,5.915,129.1,0,0,10,1996
30-11-1996,517.0,117.74,176.41,188.25,112.5,-0.893,-13.495,-7.908,-18.208,-2.083,-17.014,2.449,-16.287,0.0,0.0,1.067,150.38,0,45.18435164,2753.157093,10.57285803,0,0.875,-67.307,70.33,74.18,-3.605,-15.724,0,0,0,5.952,134.81,0,0,11,1996
31-12-1996,514.0,117.69,175.7,188.5,112.5,-0.402,-15.901,-0.042,-20.827,-0.58,-11.226,0.133,-17.745,0.0,0.0,1.073,150.5,0,48.51221184,2935.856595,10.56129991,0,3.328,182.7,70.09,74.0,-0.341,-18.241,0,0,0,5.948,135.14,0,0,12,1996
31-01-1997,534.0,118.36,175.73,188.0,112.5,0.017,-15.057,0.569,-24.191,3.891,-3.61,-0.265,-16.924,0.0,0.0,1.07,150.25,0,48.51221184,2935.856595,10.56129991,0,3.328,182.7,71.04,74.21,1.355,-19.503,0,0,0,5.985,134.75,0,0,1,1997
28-02-1997,527.0,121.67,172.35,187.375,112.5,-1.923,-21.262,2.797,-26.176,-1.311,-3.832,-0.332,-17.045,0.0,0.0,1.087,149.94,0,48.51221184,2935.856595,10.56129991,0,3.328,182.7,70.87,74.38,-0.239,-23.666,0,0,0,5.782,134.44,0,0,2,1997
31-03-1997,541.0,127.6,176.61,187.4,112.5,2.472,-17.978,4.874,-30.975,2.657,0.558,0.013,-15.204,0.0,0.0,1.061,149.95,0,48.51221184,2935.856595,10.56129991,0,3.328,182.7,73.22,77.06,3.316,-24.731,0,0,0,5.782,129.77,0,0,3,1997
30-04-1997,541.0,124.4,183.49,188.5,112.5,3.896,-28.772,-2.508,-34.654,0.0,-7.045,0.587,-10.558,0.0,0.0,1.027,150.5,0,48.51221184,2935.856595,10.56129991,0,3.328,182.7,73.66,77.72,0.601,-31.609,0,0,0,4.507,128.67,0,0,4,1997
31-05-1997,541.0,118.77,172.59,188.5,112.5,-5.94,-34.154,-4.526,-41.785,0.0,-8.46,0.0,1.276,0.0,0.0,1.092,150.5,0,48.51221184,2935.856595,10.56129991,0,3.328,182.7,70.92,73.61,-3.72,-37.924,0,0,0,4.092,135.85,0,0,5,1997
30-06-1997,550.0,112.05,148.39,187.0,112.5,-14.022,-34.728,-5.658,-43.28,1.664,-2.309,-0.796,2.677,0.0,0.0,1.26,149.75,0,48.51221184,2935.856595,10.56129991,0,3.328,182.7,66.3,66.14,-6.514,-39.198,0,0,0,4.007,151.19,0,0,6,1997
31-07-1997,535.0,106.06,136.21,186.875,112.5,-8.208,-32.769,-5.346,-46.38,-2.727,-2.55,-0.067,-0.598,0.0,0.0,1.372,149.69,0,48.51221184,2935.856595,10.56129991,0,3.328,182.7,62.69,61.64,-5.445,-40.266,0,0,0,4.05,162.23,0,0,7,1997
31-08-1997,544.0,112.92,150.61,186.625,112.5,10.572,-21.406,6.468,-39.127,1.682,-3.717,-0.134,-1.712,0.0,0.0,1.239,149.56,0,48.51221184,2935.856595,10.56129991,0,3.328,182.7,66.57,66.9,6.189,-31.137,0,0,0,4.822,149.48,0,0,8,1997
30-09-1997,555.0,112.24,151.74,186.6,112.5,0.75,-15.091,-0.602,-22.801,2.022,-2.46,-0.013,-0.054,0.0,0.0,1.23,149.55,0,48.51221184,2935.856595,10.56129991,0,3.328,182.7,67.05,66.96,0.721,-18.993,0,0,0,4.014,149.34,0,0,9,1997
31-10-1997,611.0,120.36,151.59,186.0,112.5,-0.099,-14.837,7.234,-5.858,10.09,15.72,-0.322,1.224,0.0,0.0,1.227,149.25,0,48.51221184,2935.856595,10.56129991,0,3.328,182.7,70.85,69.26,5.667,-10.586,0,0,0,4.077,144.38,0,0,10,1997
30-11-1997,676.0,117.22,149.88,185.5,112.5,-1.128,-15.039,-2.609,-0.442,10.638,30.754,-0.269,-1.461,0.0,0.0,1.238,149.0,0,48.51221184,2935.856595,10.56129991,0,3.328,182.7,72.61,67.97,2.484,-8.372,0,0,0,3.989,147.12,0,0,11,1997
31-12-1997,622.0,113.45,144.62,185.5,112.5,-3.509,-17.689,-3.216,-3.603,-7.988,21.012,0.0,-1.592,0.0,0.0,1.283,149.0,0,49.47303704,2988.168759,10.58848065,0,0.961,52.312,68.91,65.68,-5.096,-11.243,0,0,0,4.287,152.25,0,0,12,1997
31-01-1998,625.0,114.71,137.1,184.0,112.5,-5.2,-21.983,1.111,-3.084,0.482,17.041,-0.809,-2.128,0.0,0.0,1.342,148.25,0,49.47303704,2988.168759,10.58848065,0,0.961,52.312,68.12,64.32,-1.146,-13.327,0,0,0,4.273,155.47,0,0,1,1998
28-02-1998,634.0,113.38,140.05,183.5,112.5,2.152,-18.741,-1.159,-6.814,1.44,20.304,-0.272,-2.068,0.0,0.0,1.31,148.0,0,49.47303704,2988.168759,10.58848065,0,0.961,52.312,68.68,64.62,0.822,-13.122,0,0,0,4.285,154.75,0,0,2,1998
31-03-1998,652.0,114.21,138.92,183.5,112.5,-0.807,-21.341,0.732,-10.494,2.839,20.518,0.0,-2.081,0.0,0.0,1.321,148.0,0,49.47303704,2988.168759,10.58848065,0,0.961,52.312,69.39,64.6,1.034,-16.169,0,0,0,4.165,154.8,0,0,3,1998
30-04-1998,662.0,107.12,130.15,185.0,112.5,-6.313,-29.07,-6.208,-13.891,1.534,22.366,0.817,-1.857,0.0,0.0,1.421,148.75,0,49.47303704,2988.168759,10.58848065,0,0.961,52.312,67.1,60.56,-3.3,-22.079,0,0,0,4.234,165.13,0,0,4,1998
31-05-1998,671.0,106.1,128.92,186.5,112.5,-0.945,-25.303,-0.952,-10.668,1.36,24.03,0.811,-1.061,0.0,0.0,1.447,149.5,0,49.47303704,2988.168759,10.58848065,0,0.961,52.312,67.08,59.98,-0.03,-18.517,0,0,0,4.127,166.72,0,0,5,1998
30-06-1998,629.0,104.23,120.64,189.2,112.5,-6.423,-18.701,-1.762,-6.979,-6.259,14.364,1.448,1.176,0.0,0.0,1.568,150.85,0,49.47303704,2988.168759,10.58848065,0,0.961,52.312,63.76,57.55,-4.949,-12.988,0,0,0,3.936,173.76,0,0,6,1998
31-07-1998,612.0,100.51,118.9,190.5,112.5,-1.442,-12.708,-3.569,-5.233,-2.703,14.393,0.687,1.94,0.0,0.0,1.602,151.5,0,49.47303704,2988.168759,10.58848065,0,0.961,52.312,62.1,56.08,-2.604,-9.02,0,0,0,3.672,178.32,0,0,7,1998
31-08-1998,592.0,87.86,107.95,190.5,112.5,-9.209,-28.325,-12.586,-22.193,-3.268,8.824,0.0,2.076,0.0,0.0,1.765,151.5,0,49.47303704,2988.168759,10.58848065,0,0.961,52.312,57.2,49.94,-7.89,-25.351,0,0,0,3.757,200.24,0,0,8,1998
30-09-1998,615.0,86.31,107.93,190.5,112.5,-0.019,-28.872,-1.764,-23.102,3.885,10.811,0.0,2.09,0.0,0.0,1.765,151.5,0,49.47303704,2988.168759,10.58848065,0,0.961,52.312,57.83,49.49,1.101,-26.09,0,0,0,3.776,202.06,0,0,9,1998
31-10-1998,614.0,95.53,126.54,189.625,112.5,17.243,-16.525,10.682,-20.63,-0.163,0.491,-0.459,1.949,0.0,0.0,1.499,151.06,0,49.47303704,2988.168759,10.58848065,0,0.961,52.312,62.39,56.4,7.885,-18.568,0,0,0,4.174,177.3,0,0,10,1998
30-11-1998,614.0,98.12,130.21,186.7,112.5,2.9,-13.124,2.711,-16.294,0.0,-9.172,-1.543,0.647,0.0,0.0,1.434,149.6,0,49.47303704,2988.168759,10.58848065,0,0.961,52.312,63.45,57.98,1.699,-14.698,0,0,0,4.12,172.47,0,0,11,1998
31-12-1998,591.0,95.76,126.21,182.8333333,112.5,-3.072,-12.73,-2.405,-15.593,-3.746,-4.984,-2.071,-1.438,0.0,0.0,1.449,147.67,0,52.16631054,3058.635799,10.58412333,0,2.693,70.467,61.46,56.39,-3.136,-14.144,0,0,0,3.981,177.34,0,0,12,1998
31-01-1999,541.63,97.44,125.29,181.75,112.5,-0.729,-8.614,1.754,-15.055,-8.354,-13.339,-0.593,-1.223,0.0,0.0,1.451,147.12,0,52.16631054,3058.635799,10.58412333,0,2.693,70.467,59.64,56.66,-2.961,-11.909,0,0,0,4.027,176.49,0,0,1,1999
28-02-1999,482.36,94.19,117.03,181.625,112.5,-6.593,-16.437,-3.335,-16.925,-10.943,-23.918,-0.069,-1.022,0.0,0.0,1.552,147.06,0,52.16631054,3058.635799,10.58412333,0,2.693,70.467,55.37,53.84,-7.16,-16.682,0,0,0,4.341,185.74,0,0,2,1999
31-03-1999,444.36,96.18,117.34,181.75,112.5,0.265,-15.534,2.113,-15.787,-7.878,-31.847,0.069,-0.954,0.0,0.0,1.549,147.12,0,52.16631054,3058.635799,10.58412333,0,2.693,70.467,54.26,54.48,-2.005,-15.666,0,0,0,4.255,183.55,0,0,3,1999
30-04-1999,442.68,94.13,113.87,180.5,112.5,-2.957,-12.509,-2.131,-12.127,-0.378,-33.13,-0.688,-2.432,0.0,0.0,1.585,146.5,0,52.16631054,3058.635799,10.58412333,0,2.693,70.467,53.27,53.1,-1.825,-12.318,0,0,0,4.233,188.32,0,0,4,1999
31-05-1999,421.5,92.49,113.0,180.5,112.5,-0.764,-12.349,-1.742,-12.828,-4.784,-37.183,0.0,-3.217,0.0,0.0,1.597,146.5,0,52.16631054,3058.635799,10.58412333,0,2.693,70.467,51.97,52.43,-2.44,-12.588,0,0,0,4.198,190.73,0,0,5,1999
30-06-1999,405.88,93.65,111.41,180.5,112.5,-1.407,-7.651,1.254,-10.151,-3.706,-35.472,0.0,-4.598,0.0,0.0,1.62,146.5,0,52.16631054,3058.635799,10.58412333,0,2.693,70.467,51.32,52.4,-1.251,-8.949,0,0,0,4.098,190.84,0,0,6,1999
31-07-1999,391.4,83.99,103.02,177.0,112.5,-7.531,-13.356,-10.315,-16.436,-3.568,-36.046,-1.939,-7.087,0.0,0.0,1.718,144.75,0,52.16631054,3058.635799,10.58412333,0,2.693,70.467,47.61,47.7,-7.229,-14.943,0,0,0,4.396,209.64,0,0,7,1999
31-08-1999,412.37,85.65,111.3,172.4,112.5,8.037,3.103,1.976,-2.515,5.358,-30.343,-2.599,-9.501,0.0,0.0,1.549,142.45,0,52.16631054,3058.635799,10.58412333,0,2.693,70.467,50.03,50.07,5.083,0.26,0,0,0,4.438,199.72,0,0,8,1999
30-09-1999,413.93,86.47,113.19,164.375,112.5,1.698,4.874,0.957,0.185,0.378,-32.694,-4.655,-13.714,0.0,0.0,1.452,138.44,0,52.16631054,3058.635799,10.58412333,0,2.693,70.467,50.54,50.74,1.019,2.526,0,0,0,4.434,197.08,0,0,9,1999
31-10-1999,399.53,85.8,108.1,157.0,112.5,-4.497,-14.572,-0.775,-10.185,-3.479,-34.93,-4.487,-17.205,0.0,0.0,1.452,134.75,0,52.16631054,3058.635799,10.58412333,0,2.693,70.467,49.06,49.38,-2.928,-12.447,0,0,0,3.447,202.51,0,0,10,1999
30-11-1999,387.31,85.43,108.8,148.3,112.5,0.648,-16.443,-0.431,-12.933,-3.059,-36.92,-5.541,-20.568,0.0,0.0,1.363,130.4,0,52.16631054,3058.635799,10.58412333,0,2.693,70.467,48.6,49.44,-0.938,-14.729,0,0,0,3.275,202.27,0,0,11,1999
31-12-1999,374.67,87.18,102.16,147.5,112.5,-6.103,-19.056,2.048,-8.96,-3.264,-36.604,-0.539,-19.325,0.0,0.0,1.444,130.0,0,53.16050531,3100.638237,10.59040525,0,0.994,42.002,47.41,48.42,-2.449,-14.134,0,0,0,3.262,206.53,0,0,12,1999
31-01-2000,369.79,93.29,105.83,147.2,112.5,3.592,-15.532,7.008,-4.259,-1.302,-31.726,-0.203,-19.01,0.0,0.0,1.391,129.85,0,53.16050531,3100.638237,10.59040525,0,0.994,42.002,48.94,51.02,3.227,-9.954,0,0,0,3.585,196.0,0,0,1,2000
29-02-2000,357.94,95.15,107.93,144.5,112.5,1.984,-7.776,1.994,1.019,-3.205,-25.794,-1.834,-20.44,0.0,0.0,1.339,128.5,0,53.16050531,3100.638237,10.59040525,0,0.994,42.002,49.14,52.04,0.409,-3.343,0,0,0,3.153,192.16,0,0,2,2000
31-03-2000,363.49,95.05,105.7,143.0,112.5,-2.066,-9.92,-0.105,-1.175,1.551,-18.199,-1.038,-21.32,0.0,0.0,1.353,127.75,0,53.16050531,3100.638237,10.59040525,0,0.994,42.002,49.01,51.5,-0.265,-5.47,0,0,0,3.14,194.17,0,0,3,2000
30-04-2000,366.24,95.2,105.11,143.0,112.5,-0.558,-7.693,0.158,1.137,0.757,-17.268,0.0,-20.776,0.0,0.0,1.36,127.75,0,53.16050531,3100.638237,10.59040525,0,0.994,42.002,49.05,51.4,0.082,-3.202,0,0,0,3.131,194.55,0,0,4,2000
31-05-2000,337.97,96.35,112.14,143.0,112.5,6.688,-0.761,1.208,4.173,-7.719,-19.817,0.0,-20.776,0.0,0.0,1.275,127.75,0,53.16050531,3100.638237,10.59040525,0,0.994,42.002,49.21,53.34,0.326,1.736,0,0,0,3.088,187.48,0,0,5,2000
30-06-2000,330.17,84.33,113.51,142.0,112.5,1.222,1.885,-12.475,-9.952,-2.308,-18.653,-0.699,-21.33,0.0,0.0,1.251,127.25,0,53.16050531,3100.638237,10.59040525,0,0.994,42.002,46.79,50.19,-4.918,-4.218,0,0,0,3.349,199.24,0,0,6,2000
31-07-2000,339.3,75.27,108.98,140.3,112.5,-3.991,5.785,-10.744,-10.382,2.765,-13.311,-1.197,-20.734,0.0,0.0,1.287,126.4,0,53.16050531,3100.638237,10.59040525,0,0.994,42.002,44.74,46.56,-4.381,-2.39,0,0,0,2.919,214.78,0,0,7,2000
31-08-2000,328.92,75.58,108.36,148.625,112.5,-0.569,-2.642,0.412,-11.757,-3.059,-20.237,5.934,-13.791,0.0,0.0,1.372,130.56,0,53.16050531,3100.638237,10.59040525,0,0.994,42.002,44.28,46.5,-1.028,-7.13,0,0,0,2.335,215.05,0,0,8,2000
